({b"H'\xe2\r\x80h": [-56, 32903981]}, ': ', b'sleep=48 | counter=185 | timeElap=HR=7 min=50, sec=31') 
({b"H'\xe2\r\x80h": [-57, 32952221]}, ': ', b'sleep=31 | counter=186 | timeElap=HR=7 min=51, sec=19') 
({b"H'\xe2\r\x80h": [-56, 32983461]}, ': ', b'sleep=154 | counter=187 | timeElap=HR=7 min=51, sec=51') 
({b"H'\xe2\r\x80h": [-56, 33137702]}, ': ', b'sleep=106 | counter=188 | timeElap=HR=7 min=54, sec=25') 
({b"H'\xe2\r\x80h": [-56, 33718821]}, ': ', b'sleep=185 | counter=189 | timeElap=HR=7 min=56, sec=11') 
({b"H'\xe2\r\x80h": [-56, 33904065]}, ': ', b'sleep=159 | counter=190 | timeElap=HR=8 min=7, sec=11') 
({b"H'\xe2\r\x80h": [-56, 34063305]}, ': ', b'sleep=75 | counter=191 | timeElap=HR=8 min=9, sec=50') 
({b"H'\xe2\r\x80h": [-57, 34138546]}, ': ', b'sleep=57 | counter=192 | timeElap=HR=8 min=11, sec=6') 
({b"H'\xe2\r\x80h": [-57, 34195786]}, ': ', b'sleep=141 | counter=193 | timeElap=HR=8 min=12, sec=3') 
({b"H'\xe2\r\x80h": [-56, 34337136]}, ': ', b'sleep=171 | counter=194 | timeElap=HR=8 min=14, sec=24') 
({b"H'\xe2\r\x80h": [-57, 34508387]}, ': ', b'sleep=189 | counter=195 | timeElap=HR=8 min=17, sec=15') 
({b"H'\xe2\r\x80h": [-57, 34697628]}, ': ', b'sleep=98 | counter=196 | timeElap=HR=8 min=20, sec=25') 
({b"H'\xe2\r\x80h": [-56, 34795868]}, ': ', b'sleep=70 | counter=197 | timeElap=HR=8 min=22, sec=3') 
({b"H'\xe2\r\x80h": [-60, 35162576]}, ': ', b'sleep=7 | counter=198 | timeElap=HR=8 min=23, sec=13') 
({b"H'\xe2\r\x80h": [-65, 35169820]}, ': ', b'sleep=144 | counter=199 | timeElap=HR=8 min=28, sec=17') 
({b"H'\xe2\r\x80h": [-61, 35314061]}, ': ', b'sleep=117 | counter=200 | timeElap=HR=8 min=30, sec=41') 
({b"H'\xe2\r\x80h": [-60, 35431302]}, ': ', b'sleep=93 | counter=201 | timeElap=HR=8 min=32, sec=38') 
({b"H'\xe2\r\x80h": [-62, 35524542]}, ': ', b'sleep=171 | counter=202 | timeElap=HR=8 min=34, sec=12') 
({b"H'\xe2\r\x80h": [-61, 35696003]}, ': ', b'sleep=56 | counter=203 | timeElap=HR=8 min=37, sec=3') 
({b"H'\xe2\r\x80h": [-61, 35752253]}, ': ', b'sleep=23 | counter=204 | timeElap=HR=8 min=37, sec=59') 
({b"H'\xe2\r\x80h": [-61, 35775503]}, ': ', b'sleep=16 | counter=205 | timeElap=HR=8 min=38, sec=23') 
({b"H'\xe2\r\x80h": [-60, 35791743]}, ': ', b'sleep=180 | counter=206 | timeElap=HR=8 min=38, sec=39') 
({b"H'\xe2\r\x80h": [-60, 35971984]}, ': ', b'sleep=75 | counter=207 | timeElap=HR=8 min=41, sec=39') 
({b"H'\xe2\r\x80h": [-61, 36047234]}, ': ', b'sleep=161 | counter=208 | timeElap=HR=8 min=42, sec=54') 
({b"H'\xe2\r\x80h": [-62, 36329715]}, ': ', b'sleep=47 | counter=210 | timeElap=HR=8 min=47, sec=37') 
({b"H'\xe2\r\x80h": [-61, 36376955]}, ': ', b'sleep=79 | counter=211 | timeElap=HR=8 min=48, sec=24') 
({b"H'\xe2\r\x80h": [-61, 36456196]}, ': ', b'sleep=95 | counter=212 | timeElap=HR=8 min=49, sec=43') 
({b"H'\xe2\r\x80h": [-61, 36551546]}, ': ', b'sleep=119 | counter=213 | timeElap=HR=8 min=51, sec=19') 
({b"H'\xe2\r\x80h": [-61, 36670787]}, ': ', b'sleep=45 | counter=214 | timeElap=HR=8 min=53, sec=18') 
({b"H'\xe2\r\x80h": [-61, 36716027]}, ': ', b'sleep=45 | counter=215 | timeElap=HR=8 min=54, sec=3') 
({b"H'\xe2\r\x80h": [-61, 36761267]}, ': ', b'sleep=10 | counter=216 | timeElap=HR=8 min=54, sec=48') 
({b"H'\xe2\r\x80h": [-60, 36771507]}, ': ', b'sleep=120 | counter=217 | timeElap=HR=8 min=54, sec=59') 
({b"H'\xe2\r\x80h": [-61, 36891747]}, ': ', b'sleep=117 | counter=218 | timeElap=HR=8 min=56, sec=59') 
({b"H'\xe2\r\x80h": [-60, 37008988]}, ': ', b'sleep=176 | counter=219 | timeElap=HR=8 min=58, sec=56') 
({b"H'\xe2\r\x80h": [-60, 37185229]}, ': ', b'sleep=191 | counter=220 | timeElap=HR=9 min=1, sec=52') 
({b"H'\xe2\r\x80h": [-61, 37376469]}, ': ', b'sleep=6 | counter=221 | timeElap=HR=9 min=5, sec=4') 
({b"H'\xe2\r\x80h": [-61, 37382930]}, ': ', b'sleep=182 | counter=222 | timeElap=HR=9 min=5, sec=10') 
({b"H'\xe2\r\x80h": [-61, 37565170]}, ': ', b'sleep=64 | counter=223 | timeElap=HR=9 min=8, sec=12') 
({b"H'\xe2\r\x80h": [-61, 37629411]}, ': ', b'sleep=117 | counter=224 | timeElap=HR=9 min=9, sec=16') 
({b"H'\xe2\r\x80h": [-60, 37746651]}, ': ', b'sleep=125 | counter=225 | timeElap=HR=9 min=11, sec=14') 
({b"H'\xe2\r\x80h": [-60, 37871892]}, ': ', b'sleep=0 | counter=226 | timeElap=HR=9 min=13, sec=19') 
({b"H'\xe2\r\x80h": [-61, 37872134]}, ': ', b'sleep=42 | counter=227 | timeElap=HR=9 min=13, sec=19') 
({b"H'\xe2\r\x80h": [-60, 37914362]}, ': ', b'sleep=131 | counter=228 | timeElap=HR=9 min=14, sec=1') 
({b"H'\xe2\r\x80h": [-61, 38045602]}, ': ', b'sleep=5 | counter=229 | timeElap=HR=9 min=16, sec=13') 
({b"H'\xe2\r\x80h": [-60, 38050842]}, ': ', b'sleep=36 | counter=230 | timeElap=HR=9 min=16, sec=18') 
({b"H'\xe2\r\x80h": [-60, 38087192]}, ': ', b'sleep=31 | counter=231 | timeElap=HR=9 min=16, sec=54') 
({b"H'\xe2\r\x80h": [-59, 38118433]}, ': ', b'sleep=177 | counter=232 | timeElap=HR=9 min=17, sec=26') 
({b"H'\xe2\r\x80h": [-60, 38295673]}, ': ', b'sleep=199 | counter=233 | timeElap=HR=9 min=20, sec=23') 
({b"H'\xe2\r\x80h": [-61, 38494914]}, ': ', b'sleep=106 | counter=234 | timeElap=HR=9 min=23, sec=42') 
({b"H'\xe2\r\x80h": [-61, 38601155]}, ': ', b'sleep=122 | counter=235 | timeElap=HR=9 min=25, sec=28') 
({b"H'\xe2\r\x80h": [-61, 38723395]}, ': ', b'sleep=75 | counter=236 | timeElap=HR=9 min=27, sec=30') 
({b"H'\xe2\r\x80h": [-61, 38798635]}, ': ', b'sleep=143 | counter=237 | timeElap=HR=9 min=28, sec=46') 
({b"H'\xe2\r\x80h": [-61, 38941876]}, ': ', b'sleep=127 | counter=238 | timeElap=HR=9 min=31, sec=9') 
({b"H'\xe2\r\x80h": [-61, 39069116]}, ': ', b'sleep=128 | counter=239 | timeElap=HR=9 min=33, sec=16') 
({b"H'\xe2\r\x80h": [-61, 39197577]}, ': ', b'sleep=133 | counter=240 | timeElap=HR=9 min=35, sec=25') 
({b"H'\xe2\r\x80h": [-62, 39330818]}, ': ', b'sleep=133 | counter=241 | timeElap=HR=9 min=37, sec=38') 
({b"H'\xe2\r\x80h": [-61, 39464058]}, ': ', b'sleep=155 | counter=242 | timeElap=HR=9 min=39, sec=51') 
({b"H'\xe2\r\x80h": [-60, 39619299]}, ': ', b'sleep=16 | counter=243 | timeElap=HR=9 min=42, sec=26') 
({b"H'\xe2\r\x80h": [-60, 39635539]}, ': ', b'sleep=89 | counter=244 | timeElap=HR=9 min=42, sec=43') 
({b"H'\xe2\r\x80h": [-61, 39724779]}, ': ', b'sleep=86 | counter=245 | timeElap=HR=9 min=44, sec=12') 
({b"H'\xe2\r\x80h": [-60, 39811020]}, ': ', b'sleep=62 | counter=246 | timeElap=HR=9 min=45, sec=38') 
({b"H'\xe2\r\x80h": [-62, 39873260]}, ': ', b'sleep=108 | counter=247 | timeElap=HR=9 min=46, sec=40') 
({b"H'\xe2\r\x80h": [-61, 4734]}, ': ', b'sleep=4 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-58, 58018]}, ': ', b'sleep=4 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-58, 62259]}, ': ', b'sleep=18 | counter=2 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-62, 80500]}, ': ', b'sleep=49 | counter=3 | timeElap=HR=0 min=0, sec=22') 
({b"H'\xe2\r\x80h": [-70, 129740]}, ': ', b'sleep=106 | counter=4 | timeElap=HR=0 min=1, sec=11') 
({b"H'\xe2\r\x80h": [-70, 129740]}, ': ', None) 
({b"H'\xe2\r\x80h": [-61, 658982]}, ': ', b'sleep=4 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-61, 658982]}, ': ', None) 
({b"H'\xe2\r\x80h": [-66, 988526]}, ': ', b'sleep=4 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-65, 992772]}, ': ', b'sleep=51 | counter=2 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-66, 1005750]}, ': ', b'sleep=4 | counter=1 | timeElap=HR=0 min=0, sec=0') 
({b"H'\xe2\r\x80h": [-66, 1009992]}, ': ', b'sleep=2 | counter=2 | timeElap=HR=0 min=0, sec=4') 
({b"H'\xe2\r\x80h": [-66, 1012452]}, ': ', b'sleep=0 | counter=3 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-66, 1012693]}, ': ', b'sleep=0 | counter=4 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-65, 1012925]}, ': ', b'sleep=0 | counter=5 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-65, 1013155]}, ': ', b'sleep=1 | counter=6 | timeElap=HR=0 min=0, sec=7') 
({b"H'\xe2\r\x80h": [-66, 1014382]}, ': ', b'sleep=2 | counter=7 | timeElap=HR=0 min=0, sec=9') 
({b"H'\xe2\r\x80h": [-64, 1016622]}, ': ', b'sleep=2 | counter=8 | timeElap=HR=0 min=0, sec=11') 
({b"H'\xe2\r\x80h": [-66, 1018862]}, ': ', b'sleep=2 | counter=9 | timeElap=HR=0 min=0, sec=13') 
({b"H'\xe2\r\x80h": [-66, 1021102]}, ': ', b'sleep=1 | counter=10 | timeElap=HR=0 min=0, sec=15') 
({b"H'\xe2\r\x80h": [-67, 1022342]}, ': ', b'sleep=1 | counter=11 | timeElap=HR=0 min=0, sec=16') 
({b"H'\xe2\r\x80h": [-66, 1023582]}, ': ', b'sleep=1 | counter=12 | timeElap=HR=0 min=0, sec=18') 
({b"H'\xe2\r\x80h": [-65, 1024932]}, ': ', b'sleep=1 | counter=13 | timeElap=HR=0 min=0, sec=19') 
({b"H'\xe2\r\x80h": [-66, 1026172]}, ': ', b'sleep=2 | counter=14 | timeElap=HR=0 min=0, sec=20') 
({b"H'\xe2\r\x80h": [-65, 1028412]}, ': ', b'sleep=0 | counter=15 | timeElap=HR=0 min=0, sec=23') 
({b"H'\xe2\r\x80h": [-66, 1028653]}, ': ', b'sleep=1 | counter=16 | timeElap=HR=0 min=0, sec=23') 
({b"H'\xe2\r\x80h": [-66, 1029882]}, ': ', b'sleep=1 | counter=17 | timeElap=HR=0 min=0, sec=24') 
({b"H'\xe2\r\x80h": [-66, 1031122]}, ': ', b'sleep=2 | counter=18 | timeElap=HR=0 min=0, sec=25') 
({b"H'\xe2\r\x80h": [-65, 1033362]}, ': ', b'sleep=2 | counter=19 | timeElap=HR=0 min=0, sec=27') 
({b"H'\xe2\r\x80h": [-65, 1035602]}, ': ', b'sleep=0 | counter=20 | timeElap=HR=0 min=0, sec=30') 
({b"H'\xe2\r\x80h": [-65, 1035843]}, ': ', b'sleep=1 | counter=21 | timeElap=HR=0 min=0, sec=30') 
({b"H'\xe2\r\x80h": [-65, 1037072]}, ': ', b'sleep=2 | counter=22 | timeElap=HR=0 min=0, sec=31') 
({b"H'\xe2\r\x80h": [-64, 1039532]}, ': ', b'sleep=1 | counter=23 | timeElap=HR=0 min=0, sec=34') 
({b"H'\xe2\r\x80h": [-64, 1040773]}, ': ', b'sleep=1 | counter=24 | timeElap=HR=0 min=0, sec=35') 
({b"H'\xe2\r\x80h": [-65, 1042012]}, ': ', b'sleep=1 | counter=25 | timeElap=HR=0 min=0, sec=36') 
({b"H'\xe2\r\x80h": [-66, 1043252]}, ': ', b'sleep=0 | counter=26 | timeElap=HR=0 min=0, sec=37') 
({b"H'\xe2\r\x80h": [-66, 1043493]}, ': ', b'sleep=0 | counter=27 | timeElap=HR=0 min=0, sec=38') 
({b"H'\xe2\r\x80h": [-65, 1043725]}, ': ', b'sleep=1 | counter=28 | timeElap=HR=0 min=0, sec=38') 
({b"H'\xe2\r\x80h": [-65, 1044952]}, ': ', b'sleep=0 | counter=29 | timeElap=HR=0 min=0, sec=39') 
({b"H'\xe2\r\x80h": [-66, 1045193]}, ': ', b'sleep=2 | counter=30 | timeElap=HR=0 min=0, sec=39') 
({b"H'\xe2\r\x80h": [-65, 1047422]}, ': ', b'sleep=1 | counter=31 | timeElap=HR=0 min=0, sec=42') 
({b"H'\xe2\r\x80h": [-65, 1048662]}, ': ', b'sleep=0 | counter=32 | timeElap=HR=0 min=0, sec=43') 
({b"H'\xe2\r\x80h": [-65, 1049003]}, ': ', b'sleep=0 | counter=33 | timeElap=HR=0 min=0, sec=43') 
({b"H'\xe2\r\x80h": [-66, 1049233]}, ': ', b'sleep=0 | counter=34 | timeElap=HR=0 min=0, sec=43') 
({b"H'\xe2\r\x80h": [-65, 1049463]}, ': ', b'sleep=0 | counter=35 | timeElap=HR=0 min=0, sec=44') 
({b"H'\xe2\r\x80h": [-65, 1049695]}, ': ', b'sleep=0 | counter=36 | timeElap=HR=0 min=0, sec=44') 
({b"H'\xe2\r\x80h": [-65, 1049925]}, ': ', b'sleep=0 | counter=37 | timeElap=HR=0 min=0, sec=44') 
({b"H'\xe2\r\x80h": [-65, 1050165]}, ': ', b'sleep=1 | counter=38 | timeElap=HR=0 min=0, sec=44') 
({b"H'\xe2\r\x80h": [-65, 1051392]}, ': ', b'sleep=2 | counter=39 | timeElap=HR=0 min=0, sec=46') 
({b"H'\xe2\r\x80h": [-65, 1053632]}, ': ', b'sleep=0 | counter=40 | timeElap=HR=0 min=0, sec=48') 
({b"H'\xe2\r\x80h": [-66, 1053875]}, ': ', b'sleep=2 | counter=41 | timeElap=HR=0 min=0, sec=48') 
({b"H'\xe2\r\x80h": [-64, 1056112]}, ': ', b'sleep=0 | counter=42 | timeElap=HR=0 min=0, sec=50') 
({b"H'\xe2\r\x80h": [-65, 1056573]}, ': ', b'sleep=1 | counter=43 | timeElap=HR=0 min=0, sec=51') 
({b"H'\xe2\r\x80h": [-64, 1057802]}, ': ', b'sleep=1 | counter=44 | timeElap=HR=0 min=0, sec=52') 
({b"H'\xe2\r\x80h": [-63, 1059042]}, ': ', b'sleep=0 | counter=45 | timeElap=HR=0 min=0, sec=53') 
({b"H'\xe2\r\x80h": [-64, 1059285]}, ': ', b'sleep=0 | counter=46 | timeElap=HR=0 min=0, sec=53') 
({b"H'\xe2\r\x80h": [-64, 1059515]}, ': ', b'sleep=1 | counter=47 | timeElap=HR=0 min=0, sec=54') 
({b"H'\xe2\r\x80h": [-64, 1060742]}, ': ', b'sleep=0 | counter=48 | timeElap=HR=0 min=0, sec=55') 
({b"H'\xe2\r\x80h": [-63, 1060985]}, ': ', b'sleep=1 | counter=49 | timeElap=HR=0 min=0, sec=55') 
({b"H'\xe2\r\x80h": [-63, 1062212]}, ': ', b'sleep=2 | counter=50 | timeElap=HR=0 min=0, sec=56') 
({b"H'\xe2\r\x80h": [-63, 1064452]}, ': ', b'sleep=2 | counter=51 | timeElap=HR=0 min=0, sec=59') 
({b"H'\xe2\r\x80h": [-63, 1066802]}, ': ', b'sleep=2 | counter=52 | timeElap=HR=0 min=1, sec=1') 
({b"H'\xe2\r\x80h": [-64, 1069043]}, ': ', b'sleep=1 | counter=53 | timeElap=HR=0 min=1, sec=3') 
({b"H'\xe2\r\x80h": [-63, 1070283]}, ': ', b'sleep=1 | counter=54 | timeElap=HR=0 min=1, sec=4') 
({b"H'\xe2\r\x80h": [-64, 1071523]}, ': ', b'sleep=2 | counter=55 | timeElap=HR=0 min=1, sec=6') 
({b"H'\xe2\r\x80h": [-63, 1073773]}, ': ', b'sleep=0 | counter=56 | timeElap=HR=0 min=1, sec=8') 
({b"H'\xe2\r\x80h": [-63, 1074015]}, ': ', b'sleep=0 | counter=57 | timeElap=HR=0 min=1, sec=8') 
({b"H'\xe2\r\x80h": [-63, 1074253]}, ': ', b'sleep=1 | counter=58 | timeElap=HR=0 min=1, sec=8') 
({b"H'\xe2\r\x80h": [-63, 1075483]}, ': ', b'sleep=0 | counter=59 | timeElap=HR=0 min=1, sec=10') 
({b"H'\xe2\r\x80h": [-62, 1075798]}, ': ', b'sleep=2 | counter=60 | timeElap=HR=0 min=1, sec=10') 
({b"H'\xe2\r\x80h": [-63, 1077953]}, ': ', b'sleep=0 | counter=61 | timeElap=HR=0 min=1, sec=12') 
({b"H'\xe2\r\x80h": [-63, 1078413]}, ': ', b'sleep=0 | counter=62 | timeElap=HR=0 min=1, sec=13') 
({b"H'\xe2\r\x80h": [-63, 1078653]}, ': ', b'sleep=2 | counter=63 | timeElap=HR=0 min=1, sec=13') 
({b"H'\xe2\r\x80h": [-62, 1080883]}, ': ', b'sleep=0 | counter=64 | timeElap=HR=0 min=1, sec=15') 
({b"H'\xe2\r\x80h": [-63, 1081123]}, ': ', b'sleep=0 | counter=65 | timeElap=HR=0 min=1, sec=15') 
({b"H'\xe2\r\x80h": [-63, 1081363]}, ': ', b'sleep=1 | counter=66 | timeElap=HR=0 min=1, sec=15') 
({b"H'\xe2\r\x80h": [-63, 1082593]}, ': ', b'sleep=1 | counter=67 | timeElap=HR=0 min=1, sec=17') 
({b"H'\xe2\r\x80h": [-63, 1083833]}, ': ', b'sleep=2 | counter=68 | timeElap=HR=0 min=1, sec=18') 
({b"H'\xe2\r\x80h": [-63, 1086073]}, ': ', b'sleep=1 | counter=69 | timeElap=HR=0 min=1, sec=20') 
({b"H'\xe2\r\x80h": [-63, 1087313]}, ': ', b'sleep=0 | counter=70 | timeElap=HR=0 min=1, sec=21') 
({b"H'\xe2\r\x80h": [-64, 1087555]}, ': ', b'sleep=2 | counter=71 | timeElap=HR=0 min=1, sec=22') 
({b"H'\xe2\r\x80h": [-62, 1089893]}, ': ', b'sleep=2 | counter=72 | timeElap=HR=0 min=1, sec=24') 
({b"H'\xe2\r\x80h": [-63, 1092133]}, ': ', b'sleep=0 | counter=73 | timeElap=HR=0 min=1, sec=26') 
({b"H'\xe2\r\x80h": [-62, 1092373]}, ': ', b'sleep=2 | counter=74 | timeElap=HR=0 min=1, sec=27') 
({b"H'\xe2\r\x80h": [-63, 1094603]}, ': ', b'sleep=1 | counter=75 | timeElap=HR=0 min=1, sec=29') 
({b"H'\xe2\r\x80h": [-62, 1095843]}, ': ', b'sleep=0 | counter=76 | timeElap=HR=0 min=1, sec=30') 
({b"H'\xe2\r\x80h": [-63, 1096313]}, ': ', b'sleep=2 | counter=78 | timeElap=HR=0 min=1, sec=30') 
({b"H'\xe2\r\x80h": [-63, 1098553]}, ': ', b'sleep=0 | counter=79 | timeElap=HR=0 min=1, sec=33') 
({b"H'\xe2\r\x80h": [-63, 1098803]}, ': ', b'sleep=2 | counter=80 | timeElap=HR=0 min=1, sec=33') 
({b"H'\xe2\r\x80h": [-63, 1101043]}, ': ', b'sleep=2 | counter=81 | timeElap=HR=0 min=1, sec=35') 
({b"H'\xe2\r\x80h": [-62, 1103513]}, ': ', b'sleep=1 | counter=82 | timeElap=HR=0 min=1, sec=38') 
({b"H'\xe2\r\x80h": [-64, 1104753]}, ': ', b'sleep=1 | counter=83 | timeElap=HR=0 min=1, sec=39') 
({b"H'\xe2\r\x80h": [-63, 1106003]}, ': ', b'sleep=2 | counter=84 | timeElap=HR=0 min=1, sec=40') 
({b"H'\xe2\r\x80h": [-64, 1108483]}, ': ', b'sleep=2 | counter=86 | timeElap=HR=0 min=1, sec=43') 
({b"H'\xe2\r\x80h": [-64, 1110723]}, ': ', b'sleep=2 | counter=87 | timeElap=HR=0 min=1, sec=45') 
({b"H'\xe2\r\x80h": [-64, 1112963]}, ': ', b'sleep=1 | counter=88 | timeElap=HR=0 min=1, sec=47') 
({b"H'\xe2\r\x80h": [-64, 1114213]}, ': ', b'sleep=2 | counter=89 | timeElap=HR=0 min=1, sec=48') 
({b"H'\xe2\r\x80h": [-63, 1116453]}, ': ', b'sleep=0 | counter=90 | timeElap=HR=0 min=1, sec=51') 
({b"H'\xe2\r\x80h": [-63, 1116695]}, ': ', b'sleep=2 | counter=91 | timeElap=HR=0 min=1, sec=51') 
({b"H'\xe2\r\x80h": [-62, 1119043]}, ': ', b'sleep=0 | counter=92 | timeElap=HR=0 min=1, sec=53') 
({b"H'\xe2\r\x80h": [-62, 1119283]}, ': ', b'sleep=2 | counter=93 | timeElap=HR=0 min=1, sec=53') 
({b"H'\xe2\r\x80h": [-61, 1121523]}, ': ', b'sleep=2 | counter=94 | timeElap=HR=0 min=1, sec=56') 
({b"H'\xe2\r\x80h": [-62, 1123773]}, ': ', b'sleep=2 | counter=95 | timeElap=HR=0 min=1, sec=58') 
({b"H'\xe2\r\x80h": [-62, 1126013]}, ': ', b'sleep=1 | counter=96 | timeElap=HR=0 min=2, sec=0') 
({b"H'\xe2\r\x80h": [-62, 1127253]}, ': ', b'sleep=2 | counter=97 | timeElap=HR=0 min=2, sec=1') 
({b"H'\xe2\r\x80h": [-62, 1129503]}, ': ', b'sleep=1 | counter=98 | timeElap=HR=0 min=2, sec=4') 
({b"H'\xe2\r\x80h": [-62, 1130753]}, ': ', b'sleep=2 | counter=99 | timeElap=HR=0 min=2, sec=5') 
({b"H'\xe2\r\x80h": [-62, 1132993]}, ': ', b'sleep=2 | counter=100 | timeElap=HR=0 min=2, sec=7') 
({b"H'\xe2\r\x80h": [-66, 1135233]}, ': ', b'sleep=1 | counter=101 | timeElap=HR=0 min=2, sec=9') 
({b"H'\xe2\r\x80h": [-67, 1136703]}, ': ', b'sleep=1 | counter=102 | timeElap=HR=0 min=2, sec=11') 
({b"H'\xe2\r\x80h": [-68, 1137943]}, ': ', b'sleep=2 | counter=103 | timeElap=HR=0 min=2, sec=12') 
({b"H'\xe2\r\x80h": [-67, 1140183]}, ': ', b'sleep=2 | counter=104 | timeElap=HR=0 min=2, sec=14') 
({b"H'\xe2\r\x80h": [-68, 1142423]}, ': ', b'sleep=1 | counter=105 | timeElap=HR=0 min=2, sec=17') 
({b"H'\xe2\r\x80h": [-67, 1143663]}, ': ', b'sleep=1 | counter=106 | timeElap=HR=0 min=2, sec=18') 
({b"H'\xe2\r\x80h": [-66, 1144913]}, ': ', b'sleep=1 | counter=107 | timeElap=HR=0 min=2, sec=19') 
({b"H'\xe2\r\x80h": [-67, 1146153]}, ': ', b'sleep=2 | counter=108 | timeElap=HR=0 min=2, sec=20') 
({b"H'\xe2\r\x80h": [-66, 1148403]}, ': ', b'sleep=0 | counter=109 | timeElap=HR=0 min=2, sec=23') 
({b"H'\xe2\r\x80h": [-67, 1148653]}, ': ', b'sleep=0 | counter=110 | timeElap=HR=0 min=2, sec=23') 
({b"H'\xe2\r\x80h": [-67, 1148993]}, ': ', b'sleep=0 | counter=111 | timeElap=HR=0 min=2, sec=23') 
({b"H'\xe2\r\x80h": [-66, 1149225]}, ': ', b'sleep=2 | counter=112 | timeElap=HR=0 min=2, sec=23') 
({b"H'\xe2\r\x80h": [-69, 1151453]}, ': ', b'sleep=0 | counter=113 | timeElap=HR=0 min=2, sec=26') 
({b"H'\xe2\r\x80h": [-68, 1151764]}, ': ', b'sleep=2 | counter=114 | timeElap=HR=0 min=2, sec=26') 
({b"H'\xe2\r\x80h": [-68, 1153923]}, ': ', b'sleep=2 | counter=115 | timeElap=HR=0 min=2, sec=28') 
({b"H'\xe2\r\x80h": [-66, 1156163]}, ': ', b'sleep=1 | counter=116 | timeElap=HR=0 min=2, sec=30') 
({b"H'\xe2\r\x80h": [-62, 1157403]}, ': ', b'sleep=2 | counter=117 | timeElap=HR=0 min=2, sec=32') 
({b"H'\xe2\r\x80h": [-63, 1159643]}, ': ', b'sleep=2 | counter=118 | timeElap=HR=0 min=2, sec=34') 
({b"H'\xe2\r\x80h": [-65, 1161883]}, ': ', b'sleep=1 | counter=119 | timeElap=HR=0 min=2, sec=36') 
({b"H'\xe2\r\x80h": [-65, 1163123]}, ': ', b'sleep=1 | counter=120 | timeElap=HR=0 min=2, sec=37') 
({b"H'\xe2\r\x80h": [-66, 1164583]}, ': ', b'sleep=0 | counter=121 | timeElap=HR=0 min=2, sec=39') 
({b"H'\xe2\r\x80h": [-67, 1164824]}, ': ', b'sleep=2 | counter=122 | timeElap=HR=0 min=2, sec=39') 
({b"H'\xe2\r\x80h": [-57, 1167053]}, ': ', b'sleep=0 | counter=123 | timeElap=HR=0 min=2, sec=41') 
({b"H'\xe2\r\x80h": [-56, 1167295]}, ': ', b'sleep=1 | counter=124 | timeElap=HR=0 min=2, sec=41') 
({b"H'\xe2\r\x80h": [-61, 1168523]}, ': ', b'sleep=2 | counter=125 | timeElap=HR=0 min=2, sec=43') 
({b"H'\xe2\r\x80h": [-61, 1170763]}, ': ', b'sleep=1 | counter=126 | timeElap=HR=0 min=2, sec=45') 
({b"H'\xe2\r\x80h": [-65, 1172003]}, ': ', b'sleep=2 | counter=127 | timeElap=HR=0 min=2, sec=46') 
({b"H'\xe2\r\x80h": [-65, 1174243]}, ': ', b'sleep=2 | counter=128 | timeElap=HR=0 min=2, sec=48') 
({b"H'\xe2\r\x80h": [-66, 1176483]}, ': ', b'sleep=0 | counter=129 | timeElap=HR=0 min=2, sec=51') 
({b"H'\xe2\r\x80h": [-66, 1176723]}, ': ', b'sleep=0 | counter=130 | timeElap=HR=0 min=2, sec=51') 
({b"H'\xe2\r\x80h": [-67, 1177064]}, ': ', b'sleep=2 | counter=131 | timeElap=HR=0 min=2, sec=51') 
({b"H'\xe2\r\x80h": [-63, 1179303]}, ': ', b'sleep=1 | counter=132 | timeElap=HR=0 min=2, sec=53') 
({b"H'\xe2\r\x80h": [-63, 1180543]}, ': ', b'sleep=2 | counter=133 | timeElap=HR=0 min=2, sec=55') 
({b"H'\xe2\r\x80h": [-65, 1182793]}, ': ', b'sleep=0 | counter=134 | timeElap=HR=0 min=2, sec=57') 
({b"H'\xe2\r\x80h": [-65, 1183034]}, ': ', b'sleep=1 | counter=135 | timeElap=HR=0 min=2, sec=57') 
({b"H'\xe2\r\x80h": [-64, 1184263]}, ': ', b'sleep=0 | counter=136 | timeElap=HR=0 min=2, sec=58') 
({b"H'\xe2\r\x80h": [-65, 1184744]}, ': ', b'sleep=2 | counter=138 | timeElap=HR=0 min=2, sec=59') 
({b"H'\xe2\r\x80h": [-64, 1186973]}, ': ', b'sleep=2 | counter=139 | timeElap=HR=0 min=3, sec=1') 
({b"H'\xe2\r\x80h": [-64, 1189443]}, ': ', b'sleep=2 | counter=140 | timeElap=HR=0 min=3, sec=4') 
({b"H'\xe2\r\x80h": [-63, 1191683]}, ': ', b'sleep=1 | counter=141 | timeElap=HR=0 min=3, sec=6') 
